cite,jac,jac_match,lev,lev_match,partial,partial_match,ria,sor,sor_match,source,type,citeulike
Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,0.3513513513513513,Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85 Table 86,0.5793650793650794,Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85 Table 86,0.030000000000000027,Electric Power Annual 2008 Table 11,2060-AM44,0.21311475409836067,Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85 Table 86,pc,,no match
Occupational Safety and Health Administration OSHA,0.27586206896551724,Integrated Science Assessment for Sulfur Oxides�Health Criteria Final Report,0.7205882352941176,Industrial Production and Capacity Utilization Industrial Production,0.5,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,2060-AM44,0.16000000000000006,Integrated Science Assessment for Sulfur Oxides�Health Criteria Final Report,pc,,no match
As obtained on,0.4761904761904762,Integrated Science Assessment for Carbon Monoxide,0.7575757575757576,Effects of Air Quality Regulation,0.4300000000000001,Sector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the US 2007,2060-AM44,0.3125,Integrated Science Assessment for Carbon Monoxide,pc,,no match
Producer Price Indexes Id PCU311—311—Food Manufacturing  PCUOMFG–OMFG–Total Manufacturinggt,0.42105263157894735,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,0.7070707070707071,Electric Power Use Manufacturing and Mining,0.0,Producer Price Index,2060-AM44,0.2666666666666667,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,pc,,no match
Environmental Protection Agency Office of Air Quality Planning and Standards,0.23076923076923075,OAQPS Economic Analysis Resource Document,0.6790123456790124,Environmental regulation and labor demand Evidence from the south coast air basin,0.31000000000000005,Effects of Air Quality Regulation,2060-AM44,0.13043478260869568,OAQPS Economic Analysis Resource Document,pc,,no match
Guidelines for Preparing Economic Analyses,0.0,Guidelines for Preparing Economic Analyses,0.0,Guidelines for Preparing Economic Analyses,0.0,Guidelines for Preparing Economic Analyses,2060-AM44,0.0,Guidelines for Preparing Economic Analyses,pc,Government Report,no match
Environmental Protection Agency,0.3461538461538461,Assessing the Employment Impacts of Environmental and Natural Resource Policy,0.7027027027027027,Do environmental regulations cost jobs An industrylevel analysis of the UK,0.30000000000000004,Environmental regulation and labor demand Evidence from the south coast air basin,2060-AM44,0.2093023255813954,Assessing the Employment Impacts of Environmental and Natural Resource Policy,pc,,no match
Regulatory Impact Analysis,0.20833333333333334,Regulatory Impact Analysis for the Petroleum Refineries NSPS,0.4693877551020408,Proposed SO2 NAAQS Regulatory Impact Analysis RIA,0.0,Final Regulatory Impact Analysis RIA for the NO2 National Ambient Air Quality Standards NAAQS ,2060-AM44,0.11627906976744184,Regulatory Impact Analysis for the Petroleum Refineries NSPS,pc,,no match
Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry Office of Air Quality Planning and Standards Research Triangle Park,0.11764705882352945,Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry,0.3417085427135678,Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry,0.0,Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry,2060-AM44,0.0625,Regulatory Impact Analysis National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry,pc,,no match
Environmental Protection Agency US,0.29166666666666663,Official Energy Statistics from the US Government Glossary,0.6756756756756757,Do environmental regulations cost jobs An industrylevel analysis of the UK,0.33,Environmental regulation and labor demand Evidence from the south coast air basin,2060-AM44,0.1707317073170732,Official Energy Statistics from the US Government Glossary,pc,,no match
Integrated Science Assessment for Particulate Matter Final Report EPA600R08139F National Center for Environmental Assessment—RTP Division December Available at TO Jim Eddinger US Environmental Protection Agency OAQPSSPPD FROM Susan McClutchey Amanda Singleton and Graham Gibson,0.36,Generated by RTI International using American FactFinder Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries 2006 and 2005� ,0.7419354838709677,Integrated Science Assessment for Oxides of Nitrogen and Sulfur�Ecological Criteria National Final Report,0.0,Integrated Science Assessment for Particulate Matter Final Report,2060-AM44,0.2195121951219512,Generated by RTI International using American FactFinder Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries 2006 and 2005� ,pc,,no match
Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.0,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.0,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.0,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,2060-AM44,0.0,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,pc,,no match
New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,0.0,New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,0.0,New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,0.0,New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,2060-AM44,0.0,New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,pc,Government Report,no match
Delivered Fuel Prices to Industrial and Commercial Clients,0.0,Delivered Fuel Prices to Industrial and Commercial Clients,0.0,Delivered Fuel Prices to Industrial and Commercial Clients,0.0,Delivered Fuel Prices to Industrial and Commercial Clients,2060-AM44,0.0,Delivered Fuel Prices to Industrial and Commercial Clients,pc,Government Report ,no match
Department of Energy EIA Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector,0.12903225806451613,Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector and Source,0.4090909090909091,Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector and Source,0.08999999999999997,Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector and Source,2060-AM44,0.06896551724137934,Annual Energy Outlook 2009 Table 2 Energy Consumption by Sector and Source,pc,,no match
MACT Floor Analysis for the Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants – Area Source,0.2,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.44623655913978494,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.25,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,2060-AM44,0.11111111111111116,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,pc,,no match
New Unit Analysis Industrial Commercial and Institutional Boilers National Emission Standards for Hazardous Air Pollutants – Area Source,0.21212121212121213,New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,0.4057971014492754,New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,0.22,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,2060-AM44,0.1186440677966102,New Unit Analysis for Industrial Commercial and Institutional Boilers and Process Heaters at Major Sources,pc,,no match
Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers National Emission Standards for Hazardous Air Pollutants – Area Source,0.12121212121212123,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.3064516129032258,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.26,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,2060-AM44,0.06451612903225812,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,pc,,no match
Methodology for Estimating Control Costs for Industrial Commercial Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants – Major Source,0.09090909090909094,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.2043010752688172,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,0.12,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,2060-AM44,0.04761904761904767,Methodology for Estimating Control Costs for the Major Source Industrial Commercial and Institutional Boilers and Process Heaters National Emission Standards for Hazardous Air Pollutants,pc,,no match
Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities,0.0,Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities,0.0,Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities,0.0,Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities,2060-AM44,0.0,Development of Baseline Emission Factors for Boilers and Process Heaters at Commercial Industrial and Institutional Facilities,pc,Government Report,no match
